 # POSITION      TOTAL FORCE
1             -288.90173278 eV =t, E(t)
   2.9011799999999996        8.1140000000014846E-003   2.9024999999999999        1.0874999999999999E-002  0.24897900000000001      -0.22649400000000000     
   2.9028079999999998        6.8300000000000001E-003   8.6642120000000009      -0.30474899999999999      -0.14755900000000000      -0.21657199999999999     
   2.8810099999999998        5.7782999999999998        2.9071500000000001        1.4890000000000001E-003 -0.13178400000000001      -0.14299899999999999     
   2.9035579999999999        5.7522899999999995        8.6270120000000006      -0.13555800000000001       -3.3423000000000001E-002   6.0805999999999999E-002
   8.6704620000000006        8.8040000000003723E-003   2.8696879999999996      -0.30465300000000001        3.9345999999999999E-002  0.24101500000000001     
   8.6241199999999996        2.2104000000001203E-002   8.6464499999999997       -6.5257999999999997E-002  0.18271999999999999       -7.9167000000000001E-002
   8.6332919999999991        5.7499900000000004        2.9061979999999998       0.33933700000000000       0.28830499999999998      -0.21761200000000000     
   8.6450700000000005        5.7657699999999990        8.6144400000000001       -6.5043000000000004E-002  0.19642699999999999       0.30419900000000000     
   1.4658599999999997        1.4461700000000000        1.4252899999999999      -0.10614700000000001      -0.16552200000000000       0.25697399999999998     
   1.4577180000000001        1.4638199999999999        7.1947920000000005       -6.7585000000000006E-002 -0.30256100000000002        1.9720999999999999E-002
   1.4183999999999999        7.1839399999999998        1.4447799999999997        7.3527999999999996E-002  0.17624100000000001        6.2766000000000002E-002
   1.4473279999999993        7.2046799999999989        7.2328219999999996        3.6908000000000003E-002  0.15589800000000001      -0.23806600000000000     
   7.1867820000000000        1.4389200000000000        1.4655079999999989       0.23923400000000000        8.9604000000000003E-002 -0.21651999999999999     
   7.1799900000000001        1.4436500000000001        7.1852700000000000       0.31635099999999999      -0.16028100000000001        5.5037999999999997E-002
   7.1876720000000001        7.1904700000000004        1.4625079999999993       0.44253999999999999       0.13650799999999999      -0.24137500000000001     
   7.1757099999999987        7.2118500000000001        7.2110000000000003        8.4181000000000006E-002  -3.7266000000000001E-002  -5.5002000000000002E-002
   2.8893499999999999        2.8545399999999996        1.0694000000001501E-002  0.14984100000000000       0.40464499999999998       -3.3540000000000000E-002
   2.8950179999999994        2.9032099999999996        5.7473279999999995      -0.21422500000000000      -0.18150500000000000       -2.8154999999999999E-002
   2.8738899999999998        8.6666100000000004        1.8579999999999999E-002 -0.28625800000000001      -0.32919999999999999      -0.18392500000000001     
   2.8973279999999995        8.6471699999999991        5.7375779999999983       -8.7175000000000002E-002  -6.1726000000000003E-002  0.42823200000000000     
   8.6548520000000000        2.8864299999999998        2.7632000000000517E-002 -0.17012500000000000       -5.5469999999999998E-002  0.53629000000000004     
   8.6697099999999985        2.8658800000000002        5.7664000000000000      -0.27399000000000001       0.25082399999999999        3.7508000000000000E-002
   8.6688120000000009        8.6573799999999999        1.1292000000000409E-002 -0.43908100000000000      -0.20913499999999999       0.15751200000000001     
   8.6469699999999996        8.6148499999999988        5.7577800000000003      -0.18597600000000000       0.30458200000000002       0.22303899999999999     
   1.4400200000000001        4.2926500000000001        4.3275699999999997        1.6400000000000001E-002  0.46140700000000001        7.8242000000000006E-002
   1.4637979999999997        4.3370800000000003        10.097002000000000       -3.2335999999999997E-002 -0.39535100000000001      -0.25403100000000001     
   1.4578899999999997        10.107449999999998        4.3120700000000003      -0.28252500000000003      -0.11074199999999999       0.23326800000000000     
   1.4177979999999997        10.065759999999999        10.087082000000001       0.15401699999999999       0.23599800000000001        5.7880000000000001E-002
   7.2183420000000007        4.3219000000000003        4.2960279999999988      -0.21842400000000001      -0.32853300000000002       0.32447999999999999     
   7.2160799999999989        4.3487099999999987        10.091170000000000      -0.14239199999999999      -0.14593999999999999      -0.24823999999999999     
   7.1745720000000004        10.090050000000000        4.3279079999999990       0.21872700000000000        5.3393999999999997E-002 -0.15947100000000000     
   7.2013900000000000        10.094370000000000        10.113429999999997        3.2318000000000000E-002 -0.16153200000000001      -0.22627600000000000     
   1.2033999999999843E-002   2.7470000000000001E-002   9.4400000000073819E-004   6.6137000000000001E-002 -0.21924600000000000       0.14635200000000001     
   7.5520000000007872E-003   2.7864000000001717E-002   5.7546979999999985        9.1011999999999996E-002  0.29932399999999998       0.35086800000000001     
   5.9640000000008306E-003   5.7337999999999987        4.4640000000009099E-003  0.16342799999999999        2.5184999999999999E-002   3.8288000000000003E-002
   6.6779999999993797E-003   5.7920199999999991        5.7605480000000000       0.14505499999999999      -0.11595100000000000       0.11207399999999999     
   5.7419580000000003        1.9830000000000000E-002   8.3379999999995992E-003  0.12501100000000001       -9.6939999999999998E-002  -5.1546000000000002E-002
   5.7361899999999997        1.3259999999999999E-002   5.7664599999999995       0.15106900000000001      -0.35666199999999998        4.8439000000000003E-002
   5.7648719999999996        5.7725899999999992        2.8307999999999924E-002  -4.0861000000000001E-002  -8.5004999999999997E-002 -0.42685400000000001     
   5.7778000000000000        5.7418300000000002        5.7475399999999990       -4.0731000000000003E-002  0.35555999999999999       0.10441300000000001     
   4.3302300000000002        1.4523299999999999        4.3485999999999994      -0.11164200000000001      -0.13633200000000001      -0.26393800000000001     
   4.3116579999999987        1.4660299999999999        10.072782000000000       0.21965399999999999      -0.22117200000000001       0.11422599999999999     
   4.3354600000000003        7.2271299999999998        4.3350999999999997       -4.7086999999999997E-002 -0.31004300000000001       -5.9400000000000000E-003
   4.2932279999999992        7.2042700000000002        10.077052000000000       0.39859600000000001       -8.9351000000000000E-002   3.0967999999999999E-002
   10.114571999999999        1.4357200000000001        4.3210479999999993      -0.17465800000000001      -0.13956499999999999      -0.10252300000000000     
   10.062720000000001        1.4208499999999999        10.087949999999999       -2.2135999999999999E-002  0.12791100000000000       -8.0911999999999998E-002
   10.100401999999999        7.2200499999999987        4.3419480000000004      -0.32908700000000002       -5.7429999999999998E-003  -6.1178999999999997E-002
   10.100770000000001        7.1924400000000004        10.107980000000000       -9.0239000000000000E-002  -5.4554999999999999E-002 -0.39528600000000003     
   2.3170000000000000E-002   2.8763600000000000        2.8997999999999995      -0.13468900000000000       -8.5640000000000004E-003 -0.35673199999999999     
   1.4742000000000611E-002   2.8554800000000000        8.6473420000000001       0.25411299999999998       0.39337699999999998       -1.4973000000000000E-002
   1.8214000000001462E-002   8.6678300000000004        2.8851999999999998       0.29936299999999999      -0.32762599999999997       0.13858000000000001     
   2.9881999999999756E-002   8.6467599999999987        8.6451519999999995       0.22827900000000001        6.2820000000000003E-003 -0.10614200000000000     
   5.7396579999999995        2.8714900000000001        2.8976380000000002       -8.3029999999999996E-003  0.17547099999999999      -0.13279800000000000     
   5.7683099999999996        2.8566799999999994        8.6282399999999999        4.7726999999999999E-002  0.45887400000000000       0.18634000000000001     
   5.7653619999999997        8.6239200000000000        2.8595480000000002       -5.7223999999999997E-002  0.10858400000000000       0.42370000000000002     
   5.7553099999999997        8.6588700000000003        8.6693999999999996       0.11003599999999999       -3.5087000000000000E-002 -0.10030799999999999     
   4.3400799999999995        4.3425500000000001        1.4279700000000000      -0.21435399999999999      -0.15415100000000001       0.13111700000000001     
   4.3170179999999982        4.2967800000000000        7.1883920000000003       0.26562100000000000        3.9407999999999999E-002  0.21868099999999999     
   4.2989699999999997        10.067030000000001        1.4344399999999999       0.17484000000000000       0.22795199999999999       0.14266999999999999     
   4.3443380000000005        10.073000000000000        7.2198120000000010      -0.26383600000000001       0.30502299999999999      -0.25174700000000000     
   10.098932000000000        4.3455300000000001        1.4280780000000004      -0.17399400000000001      -0.25945000000000001        9.9249000000000004E-002
   10.072540000000000        4.3470399999999998        7.1923999999999992       0.16185700000000000      -0.33548899999999998       0.13478699999999999     
   10.069162000000000        10.060329999999999        1.4470279999999991       0.22659399999999999       0.22698900000000000       -2.3105000000000001E-002
   10.092750000000001        10.079710000000000        7.2320700000000002      -0.15379599999999999       -6.6355999999999998E-002 -0.35629699999999997     
